SystemName,Region,Constellation,SecurityStatus,TrueSec,SystemClass,Stargates,Stations,Faction
MAL-07H,Malpais,Malpais Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
MAL-08I,Malpais,Malpais Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
MAL-09J,Malpais,Malpais Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
MAL-10K,Malpais,Malpais Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
MAL-11L,Malpais,Malpais Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-01B,Oasa,Oasa Constellation 1,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-02C,Oasa,Oasa Constellation 1,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-03D,Oasa,Oasa Constellation 1,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-04E,Oasa,Oasa Constellation 1,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-05F,Oasa,Oasa Constellation 2,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-06G,Oasa,Oasa Constellation 2,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-07H,Oasa,Oasa Constellation 2,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-08I,Oasa,Oasa Constellation 2,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-09J,Oasa,Oasa Constellation 3,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-10K,Oasa,Oasa Constellation 3,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
OAS-11L,Oasa,Oasa Constellation 3,-0.9,-0.95,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-01B,Cobalt Edge,Cobalt Edge Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-02C,Cobalt Edge,Cobalt Edge Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-03D,Cobalt Edge,Cobalt Edge Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-04E,Cobalt Edge,Cobalt Edge Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-05F,Cobalt Edge,Cobalt Edge Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-06G,Cobalt Edge,Cobalt Edge Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-07H,Cobalt Edge,Cobalt Edge Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-08I,Cobalt Edge,Cobalt Edge Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-09J,Cobalt Edge,Cobalt Edge Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-10K,Cobalt Edge,Cobalt Edge Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
COB-11L,Cobalt Edge,Cobalt Edge Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec (Drone Lands)
KAL-01B,Kalevala Expanse,Kalevala Expanse Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-02C,Kalevala Expanse,Kalevala Expanse Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-03D,Kalevala Expanse,Kalevala Expanse Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-04E,Kalevala Expanse,Kalevala Expanse Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-05F,Kalevala Expanse,Kalevala Expanse Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-06G,Kalevala Expanse,Kalevala Expanse Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-07H,Kalevala Expanse,Kalevala Expanse Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-08I,Kalevala Expanse,Kalevala Expanse Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-09J,Kalevala Expanse,Kalevala Expanse Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-10K,Kalevala Expanse,Kalevala Expanse Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
KAL-11L,Kalevala Expanse,Kalevala Expanse Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Horde)
TRI-01B,Tribute,Tribute Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-02C,Tribute,Tribute Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-03D,Tribute,Tribute Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-04E,Tribute,Tribute Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-05F,Tribute,Tribute Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-06G,Tribute,Tribute Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-07H,Tribute,Tribute Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-08I,Tribute,Tribute Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-09J,Tribute,Tribute Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-10K,Tribute,Tribute Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
TRI-11L,Tribute,Tribute Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-01B,Vale of the Silent,Vale of the Silent Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-02C,Vale of the Silent,Vale of the Silent Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-03D,Vale of the Silent,Vale of the Silent Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-04E,Vale of the Silent,Vale of the Silent Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-05F,Vale of the Silent,Vale of the Silent Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-06G,Vale of the Silent,Vale of the Silent Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-07H,Vale of the Silent,Vale of the Silent Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-08I,Vale of the Silent,Vale of the Silent Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-09J,Vale of the Silent,Vale of the Silent Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-10K,Vale of the Silent,Vale of the Silent Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
VAL-11L,Vale of the Silent,Vale of the Silent Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-01B,Geminate,Geminate Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-02C,Geminate,Geminate Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-03D,Geminate,Geminate Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-04E,Geminate,Geminate Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-05F,Geminate,Geminate Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-06G,Geminate,Geminate Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-07H,Geminate,Geminate Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-08I,Geminate,Geminate Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-09J,Geminate,Geminate Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-10K,Geminate,Geminate Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
GEM-11L,Geminate,Geminate Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-01B,Pure Blind,Pure Blind Constellation 1,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-02C,Pure Blind,Pure Blind Constellation 1,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-03D,Pure Blind,Pure Blind Constellation 1,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-04E,Pure Blind,Pure Blind Constellation 1,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-05F,Pure Blind,Pure Blind Constellation 2,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-06G,Pure Blind,Pure Blind Constellation 2,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-07H,Pure Blind,Pure Blind Constellation 2,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-08I,Pure Blind,Pure Blind Constellation 2,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-09J,Pure Blind,Pure Blind Constellation 3,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-10K,Pure Blind,Pure Blind Constellation 3,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
PUR-11L,Pure Blind,Pure Blind Constellation 3,-0.4,-0.45,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-01B,Fade,Fade Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-02C,Fade,Fade Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-03D,Fade,Fade Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-04E,Fade,Fade Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-05F,Fade,Fade Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-06G,Fade,Fade Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-07H,Fade,Fade Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-08I,Fade,Fade Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-09J,Fade,Fade Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-10K,Fade,Fade Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
FAD-11L,Fade,Fade Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,Nullsec
DEK-01B,Deklein,Deklein Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-02C,Deklein,Deklein Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-03D,Deklein,Deklein Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-04E,Deklein,Deklein Constellation 1,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-05F,Deklein,Deklein Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-06G,Deklein,Deklein Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-07H,Deklein,Deklein Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-08I,Deklein,Deklein Constellation 2,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-09J,Deklein,Deklein Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-10K,Deklein,Deklein Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
DEK-11L,Deklein,Deklein Constellation 3,-0.7,-0.75,Nullsec Sovereign Strategic System,2,1,Nullsec (Guristas/Sov)
BRA-01B,Branch,Branch Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-02C,Branch,Branch Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-03D,Branch,Branch Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-04E,Branch,Branch Constellation 1,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-05F,Branch,Branch Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-06G,Branch,Branch Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-07H,Branch,Branch Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-08I,Branch,Branch Constellation 2,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-09J,Branch,Branch Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-10K,Branch,Branch Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
BRA-11L,Branch,Branch Constellation 3,-0.8,-0.85,Nullsec Sovereign Strategic System,2,1,Nullsec
VEN-01B,Venal,Venal Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-02C,Venal,Venal Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-03D,Venal,Venal Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-04E,Venal,Venal Constellation 1,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-05F,Venal,Venal Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-06G,Venal,Venal Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-07H,Venal,Venal Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-08I,Venal,Venal Constellation 2,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-09J,Venal,Venal Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-10K,Venal,Venal Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
VEN-11L,Venal,Venal Constellation 3,-0.5,-0.55,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Guristas)
STA-01B,Stain,Stain Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-02C,Stain,Stain Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-03D,Stain,Stain Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-04E,Stain,Stain Constellation 1,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-05F,Stain,Stain Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-06G,Stain,Stain Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-07H,Stain,Stain Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-08I,Stain,Stain Constellation 2,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-09J,Stain,Stain Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-10K,Stain,Stain Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
STA-11L,Stain,Stain Constellation 3,-0.6,-0.65,Nullsec Sovereign Strategic System,2,1,NPC Nullsec (Sansha)
POC-01B,Pochven,Pochven Constellation 1,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-02C,Pochven,Pochven Constellation 1,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-03D,Pochven,Pochven Constellation 1,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-04E,Pochven,Pochven Constellation 1,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-05F,Pochven,Pochven Constellation 2,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-06G,Pochven,Pochven Constellation 2,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-07H,Pochven,Pochven Constellation 2,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-08I,Pochven,Pochven Constellation 2,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-09J,Pochven,Pochven Constellation 3,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-10K,Pochven,Pochven Constellation 3,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
POC-11L,Pochven,Pochven Constellation 3,-1.0,-1.05,Pochven Krai Warzone,2,1,Triglavian Space
ANO-01B,Anoikis,Anoikis Constellation 1,-1.0,-1.05,Wormhole Class 2,2,1,Wormhole Space
ANO-02C,Anoikis,Anoikis Constellation 1,-1.0,-1.05,Wormhole Class 3,2,1,Wormhole Space
ANO-03D,Anoikis,Anoikis Constellation 1,-1.0,-1.05,Wormhole Class 4,2,1,Wormhole Space
ANO-04E,Anoikis,Anoikis Constellation 1,-1.0,-1.05,Wormhole Class 5,2,1,Wormhole Space
ANO-05F,Anoikis,Anoikis Constellation 2,-1.0,-1.05,Wormhole Class 6,2,1,Wormhole Space
ANO-06G,Anoikis,Anoikis Constellation 2,-1.0,-1.05,Wormhole Class 1,2,1,Wormhole Space
ANO-07H,Anoikis,Anoikis Constellation 2,-1.0,-1.05,Wormhole Class 2,2,1,Wormhole Space
ANO-08I,Anoikis,Anoikis Constellation 2,-1.0,-1.05,Wormhole Class 3,2,1,Wormhole Space
ANO-09J,Anoikis,Anoikis Constellation 3,-1.0,-1.05,Wormhole Class 4,2,1,Wormhole Space
ANO-10K,Anoikis,Anoikis Constellation 3,-1.0,-1.05,Wormhole Class 5,2,1,Wormhole Space
ANO-11L,Anoikis,Anoikis Constellation 3,-1.0,-1.05,Wormhole Class 6,2,1,Wormhole Space
